neuron_id,super_class,class,cell_type,side,nt_type,nt_score
720575940641213824,visual_projection,,LC4,right,ACH,0.64
720575940641216976,visual_projection,,LPLC4,left,ACH,0.79
720575940641227136,visual_projection,,LPLC4,right,ACH,0.74
720575940641251792,visual_projection,,LC16,right,ACH,0.56
720575940641276045,visual_projection,,LT51,right,GLUT,0.7
720575940641363957,central,,AVLP429,left,ACH,0.85
720575940641464309,central,,SAD013,left,GABA,0.74
720575940641511888,visual_projection,,LPLC4,right,ACH,0.86
720575940641552347,visual_projection,,LPLC2,left,ACH,0.57
720575940641607888,visual_projection,,LC16,left,ACH,0.44
720575940641704656,visual_projection,,LPLC2,left,ACH,0.43
720575940641706184,central,,PVLP138,right,ACH,0.87
720575940642181005,visual_projection,,LPLC4,left,ACH,0.48
720575940642397128,visual_projection,,LPLC2,right,ACH,0.76
720575940642414837,visual_projection,,LPLC2,left,ACH,0.44
720575940643118733,visual_projection,,LT51,left,GLUT,0.66
720575940643347616,descending,,DNp55,left,ACH,0.86
720575940643740872,central,,PS058,right,ACH,0.83
720575940643740964,visual_projection,,LPLC2,left,ACH,0.47
720575940643783534,central,,LAL026,left,ACH,0.82
720575940644361582,central,,AVLP286,left,ACH,0.87
720575940644438551,descending,,DNa01,right,ACH,0.74
720575940644440100,visual_projection,,LC16,right,ACH,0.58
720575940644465568,visual_projection,,LTe20,right,ACH,0.88
720575940644494752,descending,,DNbe007,left,ACH,0.84
720575940644639342,central,,CB0039,left,ACH,0.83
720575940644654752,visual_projection,,LPLC1,right,ACH,0.6
720575940644758308,descending,,DNge046,left,GABA,0.51
720575940644971299,visual_projection,,LPLC1,left,ACH,0.64
720575940645134103,visual_projection,,LPLC1,left,ACH,0.69
720575940645134359,visual_projection,,LPLC1,left,ACH,0.57
720575940645180196,visual_projection,,LPLC2,right,ACH,0.57
720575940645328436,visual_projection,,LPLC2,left,ACH,0.43
720575940645336100,visual_projection,,LPLC4,left,ACH,0.68
720575940645404695,central,,AVLP430,left,ACH,0.88
720575940645407268,visual_projection,,LPLC2,left,ACH,0.64
720575940645699124,visual_projection,,LPLC2,right,ACH,0.58
720575940645700228,visual_projection,,LC16,left,ACH,0.53
720575940645744676,visual_projection,,LPLC1,left,ACH,0.6
720575940645750324,visual_projection,,LPLC1,left,ACH,0.58
720575940645821316,visual_projection,,LC4,right,ACH,0.67
720575940646414132,visual_projection,,LPLC4,left,ACH,0.75
720575940646518382,central,,pC1d,left,ACH,0.89
720575940646708788,visual_projection,,LPLC1,left,ACH,0.62
720575940647358243,visual_projection,,LPLC2,right,ACH,0.5
720575940647369507,visual_projection,,LPLC2,left,ACH,0.45
720575940647882548,central,,CB1958,right,GLUT,0.69
720575940647935028,visual_projection,bilateral,LT66,left,ACH,0.86
720575940647952948,central,,SAD013,right,GABA,0.68
720575940647966004,visual_projection,,LC16,left,ACH,0.5
720575940647966260,central,,PVLP024,left,GABA,0.71
720575940648418425,visual_projection,,LPLC2,left,ACH,0.48
720575940648637049,visual_projection,,LC16,right,ACH,0.58
720575940649229433,visual_projection,,LC4,left,ACH,0.63
720575940650416505,visual_projection,,LT83,right,ACH,0.84
720575940650734070,central,,CB1717,right,ACH,0.87
720575940650935673,optic,LO,Li32,right,GABA,0.66
720575940650937078,visual_projection,,LC16,left,ACH,0.43
720575940651421686,visual_projection,,LPLC4,right,ACH,0.76
720575940652258550,central,,AVLP187,right,ACH,0.74
720575940652283126,central,,CB3705,right,ACH,0.82
720575940652554657,central,,PLP163,right,ACH,0.83
720575940652611745,visual_projection,,LC4,right,ACH,0.66
720575940652922529,central,,AOTU015a,right,ACH,0.8
720575940653213174,optic,ME.LO,LMa2,right,GABA,0.73
720575940653576694,central,,PS029,right,ACH,0.85
720575940653666465,visual_projection,,LPLC2,left,ACH,0.48
720575940653703841,central,,PVLP112b,right,GABA,0.82
720575940653742753,visual_projection,,LPLC2,right,ACH,0.43
720575940655000737,visual_projection,,LT51,left,GLUT,0.68
720575940655750305,visual_projection,,LPLC2,left,ACH,0.54
720575940660051073,central,,CL140,right,GABA,0.76
720575940661316993,visual_projection,,LPLC2,right,ACH,0.5
